,mu,gamma,loc,total_num_words,total_distal,distal,word,value
2671,0.1,100,source,3,4,2,3,0.0
2672,0.1,100,source,3,4,3,1,0.0
2673,0.1,100,source,3,4,3,2,0.0
2674,0.1,100,source,3,4,3,3,1.0
2675,0.1,100,source,3,4,4,1,0.0
2676,0.1,100,source,3,4,4,2,0.0
2677,0.1,100,source,3,4,4,3,1.0
2678,0.1,100,source,4,4,1,1,1.0
2679,0.1,100,source,4,4,1,2,0.0
2680,0.1,100,source,4,4,1,3,0.0
2681,0.1,100,source,4,4,1,4,0.0
2682,0.1,100,source,4,4,2,1,0.0
2683,0.1,100,source,4,4,2,2,1.0
2684,0.1,100,source,4,4,2,3,0.0
2685,0.1,100,source,4,4,2,4,0.0
2686,0.1,100,source,4,4,3,1,0.0
2687,0.1,100,source,4,4,3,2,0.0
2688,0.1,100,source,4,4,3,3,1.0
2689,0.1,100,source,4,4,3,4,0.0
2690,0.1,100,source,4,4,4,1,0.0
2691,0.1,100,source,4,4,4,2,0.0
2692,0.1,100,source,4,4,4,3,0.0
2693,0.1,100,source,4,4,4,4,1.0
2694,0.1,100,place,2,5,1,1,1.0
2695,0.1,100,place,2,5,1,2,0.0
2696,0.1,100,place,2,5,2,1,0.0
2697,0.1,100,place,2,5,2,2,1.0
2698,0.1,100,place,2,5,3,1,0.0
2699,0.1,100,place,2,5,3,2,1.0
2700,0.1,100,place,2,5,4,1,0.0
2701,0.1,100,place,2,5,4,2,1.0
2702,0.1,100,place,2,5,5,1,0.0
2703,0.1,100,place,2,5,5,2,1.0
2704,0.1,100,place,3,5,1,1,1.0
2705,0.1,100,place,3,5,1,2,0.0
2706,0.1,100,place,3,5,1,3,0.0
2707,0.1,100,place,3,5,2,1,0.0
2708,0.1,100,place,3,5,2,2,1.0
2709,0.1,100,place,3,5,2,3,0.0
2710,0.1,100,place,3,5,3,1,0.0
2711,0.1,100,place,3,5,3,2,0.0
2712,0.1,100,place,3,5,3,3,1.0
2713,0.1,100,place,3,5,4,1,0.0
2714,0.1,100,place,3,5,4,2,0.0
2715,0.1,100,place,3,5,4,3,1.0
2716,0.1,100,place,3,5,5,1,0.0
2717,0.1,100,place,3,5,5,2,0.0
2718,0.1,100,place,3,5,5,3,1.0
2719,0.1,100,place,4,5,1,1,1.0
2720,0.1,100,place,4,5,1,2,0.0
2721,0.1,100,place,4,5,1,3,0.0
2722,0.1,100,place,4,5,1,4,0.0
2723,0.1,100,place,4,5,2,1,0.0
2724,0.1,100,place,4,5,2,2,1.0
2725,0.1,100,place,4,5,2,3,0.0
2726,0.1,100,place,4,5,2,4,0.0
2727,0.1,100,place,4,5,3,1,0.0
2728,0.1,100,place,4,5,3,2,0.0
2729,0.1,100,place,4,5,3,3,1.0
2730,0.1,100,place,4,5,3,4,0.0
2731,0.1,100,place,4,5,4,1,0.0
2732,0.1,100,place,4,5,4,2,0.0
2733,0.1,100,place,4,5,4,3,0.0
2734,0.1,100,place,4,5,4,4,1.0
2735,0.1,100,place,4,5,5,1,0.0
2736,0.1,100,place,4,5,5,2,0.0
2737,0.1,100,place,4,5,5,3,0.0
2738,0.1,100,place,4,5,5,4,1.0
2739,0.1,100,place,5,5,1,1,1.0
2740,0.1,100,place,5,5,1,2,0.0
2741,0.1,100,place,5,5,1,3,0.0
2742,0.1,100,place,5,5,1,4,0.0
2743,0.1,100,place,5,5,1,5,0.0
2744,0.1,100,place,5,5,2,1,0.0
2745,0.1,100,place,5,5,2,2,1.0
2746,0.1,100,place,5,5,2,3,0.0
2747,0.1,100,place,5,5,2,4,0.0
2748,0.1,100,place,5,5,2,5,0.0
2749,0.1,100,place,5,5,3,1,0.0
2750,0.1,100,place,5,5,3,2,0.0
2751,0.1,100,place,5,5,3,3,1.0
2752,0.1,100,place,5,5,3,4,0.0
2753,0.1,100,place,5,5,3,5,0.0
2754,0.1,100,place,5,5,4,1,0.0
2755,0.1,100,place,5,5,4,2,0.0
2756,0.1,100,place,5,5,4,3,0.0
2757,0.1,100,place,5,5,4,4,1.0
2758,0.1,100,place,5,5,4,5,0.0
2759,0.1,100,place,5,5,5,1,0.0
2760,0.1,100,place,5,5,5,2,0.0
2761,0.1,100,place,5,5,5,3,0.0
2762,0.1,100,place,5,5,5,4,0.0
2763,0.1,100,place,5,5,5,5,1.0
2764,0.1,100,goal,2,5,1,1,1.0
2765,0.1,100,goal,2,5,1,2,0.0
2766,0.1,100,goal,2,5,2,1,0.0
2767,0.1,100,goal,2,5,2,2,1.0
2768,0.1,100,goal,2,5,3,1,0.0
2769,0.1,100,goal,2,5,3,2,1.0
2770,0.1,100,goal,2,5,4,1,0.0
2771,0.1,100,goal,2,5,4,2,1.0
2772,0.1,100,goal,2,5,5,1,0.0
2773,0.1,100,goal,2,5,5,2,1.0
2774,0.1,100,goal,3,5,1,1,1.0
2775,0.1,100,goal,3,5,1,2,0.0
2776,0.1,100,goal,3,5,1,3,0.0
2777,0.1,100,goal,3,5,2,1,0.0
2778,0.1,100,goal,3,5,2,2,1.0
2779,0.1,100,goal,3,5,2,3,0.0
2780,0.1,100,goal,3,5,3,1,0.0
2781,0.1,100,goal,3,5,3,2,0.0
2782,0.1,100,goal,3,5,3,3,1.0
2783,0.1,100,goal,3,5,4,1,0.0
2784,0.1,100,goal,3,5,4,2,0.0
2785,0.1,100,goal,3,5,4,3,1.0
2786,0.1,100,goal,3,5,5,1,0.0
2787,0.1,100,goal,3,5,5,2,0.0
2788,0.1,100,goal,3,5,5,3,1.0
2789,0.1,100,goal,4,5,1,1,1.0
2790,0.1,100,goal,4,5,1,2,0.0
2791,0.1,100,goal,4,5,1,3,0.0
2792,0.1,100,goal,4,5,1,4,0.0
2793,0.1,100,goal,4,5,2,1,0.0
2794,0.1,100,goal,4,5,2,2,1.0
2795,0.1,100,goal,4,5,2,3,0.0
2796,0.1,100,goal,4,5,2,4,0.0
2797,0.1,100,goal,4,5,3,1,0.0
2798,0.1,100,goal,4,5,3,2,0.0
2799,0.1,100,goal,4,5,3,3,1.0
2800,0.1,100,goal,4,5,3,4,0.0
2801,0.1,100,goal,4,5,4,1,0.0
2802,0.1,100,goal,4,5,4,2,0.0
2803,0.1,100,goal,4,5,4,3,0.0
2804,0.1,100,goal,4,5,4,4,1.0
2805,0.1,100,goal,4,5,5,1,0.0
2806,0.1,100,goal,4,5,5,2,0.0
2807,0.1,100,goal,4,5,5,3,0.0
2808,0.1,100,goal,4,5,5,4,1.0
2809,0.1,100,goal,5,5,1,1,1.0
2810,0.1,100,goal,5,5,1,2,0.0
2811,0.1,100,goal,5,5,1,3,0.0
2812,0.1,100,goal,5,5,1,4,0.0
2813,0.1,100,goal,5,5,1,5,0.0
2814,0.1,100,goal,5,5,2,1,0.0
2815,0.1,100,goal,5,5,2,2,1.0
2816,0.1,100,goal,5,5,2,3,0.0
2817,0.1,100,goal,5,5,2,4,0.0
2818,0.1,100,goal,5,5,2,5,0.0
2819,0.1,100,goal,5,5,3,1,0.0
2820,0.1,100,goal,5,5,3,2,0.0
2821,0.1,100,goal,5,5,3,3,1.0
2822,0.1,100,goal,5,5,3,4,0.0
2823,0.1,100,goal,5,5,3,5,0.0
2824,0.1,100,goal,5,5,4,1,0.0
2825,0.1,100,goal,5,5,4,2,0.0
2826,0.1,100,goal,5,5,4,3,0.0
2827,0.1,100,goal,5,5,4,4,1.0
2828,0.1,100,goal,5,5,4,5,0.0
2829,0.1,100,goal,5,5,5,1,0.0
2830,0.1,100,goal,5,5,5,2,0.0
2831,0.1,100,goal,5,5,5,3,0.0
2832,0.1,100,goal,5,5,5,4,0.0
2833,0.1,100,goal,5,5,5,5,1.0
2834,0.1,100,source,2,5,1,1,1.0
2835,0.1,100,source,2,5,1,2,0.0
2836,0.1,100,source,2,5,2,1,0.0
2837,0.1,100,source,2,5,2,2,1.0
2838,0.1,100,source,2,5,3,1,0.0
2839,0.1,100,source,2,5,3,2,1.0
2840,0.1,100,source,2,5,4,1,0.0
2841,0.1,100,source,2,5,4,2,1.0
2842,0.1,100,source,2,5,5,1,0.0
2843,0.1,100,source,2,5,5,2,1.0
2844,0.1,100,source,3,5,1,1,1.0
2845,0.1,100,source,3,5,1,2,0.0
2846,0.1,100,source,3,5,1,3,0.0
2847,0.1,100,source,3,5,2,1,0.0
2848,0.1,100,source,3,5,2,2,1.0
2849,0.1,100,source,3,5,2,3,0.0
2850,0.1,100,source,3,5,3,1,0.0
2851,0.1,100,source,3,5,3,2,0.0
2852,0.1,100,source,3,5,3,3,1.0
2853,0.1,100,source,3,5,4,1,0.0
2854,0.1,100,source,3,5,4,2,0.0
2855,0.1,100,source,3,5,4,3,1.0
2856,0.1,100,source,3,5,5,1,0.0
2857,0.1,100,source,3,5,5,2,0.0
2858,0.1,100,source,3,5,5,3,1.0
2859,0.1,100,source,4,5,1,1,1.0
2860,0.1,100,source,4,5,1,2,0.0
2861,0.1,100,source,4,5,1,3,0.0
2862,0.1,100,source,4,5,1,4,0.0
2863,0.1,100,source,4,5,2,1,0.0
2864,0.1,100,source,4,5,2,2,1.0
2865,0.1,100,source,4,5,2,3,0.0
2866,0.1,100,source,4,5,2,4,0.0
2867,0.1,100,source,4,5,3,1,0.0
2868,0.1,100,source,4,5,3,2,0.0
2869,0.1,100,source,4,5,3,3,1.0
2870,0.1,100,source,4,5,3,4,0.0
2871,0.1,100,source,4,5,4,1,0.0
2872,0.1,100,source,4,5,4,2,0.0
2873,0.1,100,source,4,5,4,3,0.0
2874,0.1,100,source,4,5,4,4,1.0
2875,0.1,100,source,4,5,5,1,0.0
2876,0.1,100,source,4,5,5,2,0.0
2877,0.1,100,source,4,5,5,3,0.0
2878,0.1,100,source,4,5,5,4,1.0
2879,0.1,100,source,5,5,1,1,0.01
2880,0.1,100,source,5,5,1,2,0.99
2881,0.1,100,source,5,5,1,3,0.0
2882,0.1,100,source,5,5,1,4,0.0
2883,0.1,100,source,5,5,1,5,0.0
2884,0.1,100,source,5,5,2,1,0.0
2885,0.1,100,source,5,5,2,2,0.0
2886,0.1,100,source,5,5,2,3,1.0
2887,0.1,100,source,5,5,2,4,0.0
2888,0.1,100,source,5,5,2,5,0.0
2889,0.1,100,source,5,5,3,1,0.0
2890,0.1,100,source,5,5,3,2,0.0
2891,0.1,100,source,5,5,3,3,0.0
2892,0.1,100,source,5,5,3,4,1.0
2893,0.1,100,source,5,5,3,5,0.0
2894,0.1,100,source,5,5,4,1,0.0
2895,0.1,100,source,5,5,4,2,0.0
2896,0.1,100,source,5,5,4,3,0.0
2897,0.1,100,source,5,5,4,4,0.0
2898,0.1,100,source,5,5,4,5,1.0
2899,0.1,100,source,5,5,5,1,0.0
2900,0.1,100,source,5,5,5,2,0.0
2901,0.1,100,source,5,5,5,3,0.0
2902,0.1,100,source,5,5,5,4,0.0
2903,0.1,100,source,5,5,5,5,1.0
2904,0.2,1,place,2,3,1,1,0.72
2905,0.2,1,place,2,3,1,2,0.28
2906,0.2,1,place,2,3,2,1,0.72
2907,0.2,1,place,2,3,2,2,0.28
2908,0.2,1,place,2,3,3,1,0.72
2909,0.2,1,place,2,3,3,2,0.28
2910,0.2,1,place,3,3,1,1,0.51
2911,0.2,1,place,3,3,1,2,0.28
2912,0.2,1,place,3,3,1,3,0.21
2913,0.2,1,place,3,3,2,1,0.51
2914,0.2,1,place,3,3,2,2,0.28
2915,0.2,1,place,3,3,2,3,0.21
2916,0.2,1,place,3,3,3,1,0.51
2917,0.2,1,place,3,3,3,2,0.28
2918,0.2,1,place,3,3,3,3,0.21
2919,0.2,1,goal,2,3,1,1,0.51
2920,0.2,1,goal,2,3,1,2,0.49
2921,0.2,1,goal,2,3,2,1,0.51
2922,0.2,1,goal,2,3,2,2,0.49
2923,0.2,1,goal,2,3,3,1,0.51
2924,0.2,1,goal,2,3,3,2,0.49
2925,0.2,1,goal,3,3,1,1,0.21
2926,0.2,1,goal,3,3,1,2,0.21
2927,0.2,1,goal,3,3,1,3,0.59
2928,0.2,1,goal,3,3,2,1,0.21
2929,0.2,1,goal,3,3,2,2,0.21
2930,0.2,1,goal,3,3,2,3,0.59
2931,0.2,1,goal,3,3,3,1,0.21
2932,0.2,1,goal,3,3,3,2,0.21
2933,0.2,1,goal,3,3,3,3,0.59
2934,0.2,1,source,2,3,1,1,0.3
2935,0.2,1,source,2,3,1,2,0.7
2936,0.2,1,source,2,3,2,1,0.3
2937,0.2,1,source,2,3,2,2,0.7
2938,0.2,1,source,2,3,3,1,0.3
2939,0.2,1,source,2,3,3,2,0.7
2940,0.2,1,source,3,3,1,1,0.13
2941,0.2,1,source,3,3,1,2,0.44
2942,0.2,1,source,3,3,1,3,0.43
2943,0.2,1,source,3,3,2,1,0.13
2944,0.2,1,source,3,3,2,2,0.44
2945,0.2,1,source,3,3,2,3,0.43
2946,0.2,1,source,3,3,3,1,0.13
2947,0.2,1,source,3,3,3,2,0.44
2948,0.2,1,source,3,3,3,3,0.43
2949,0.2,1,place,2,4,1,1,0.87
2950,0.2,1,place,2,4,1,2,0.13
2951,0.2,1,place,2,4,2,1,0.87
2952,0.2,1,place,2,4,2,2,0.13
2953,0.2,1,place,2,4,3,1,0.87
2954,0.2,1,place,2,4,3,2,0.13
2955,0.2,1,place,2,4,4,1,0.87
2956,0.2,1,place,2,4,4,2,0.13
2957,0.2,1,place,3,4,1,1,0.28
2958,0.2,1,place,3,4,1,2,0.09
2959,0.2,1,place,3,4,1,3,0.63
2960,0.2,1,place,3,4,2,1,0.28
2961,0.2,1,place,3,4,2,2,0.09
2962,0.2,1,place,3,4,2,3,0.63
2963,0.2,1,place,3,4,3,1,0.28
2964,0.2,1,place,3,4,3,2,0.09
2965,0.2,1,place,3,4,3,3,0.63
2966,0.2,1,place,3,4,4,1,0.28
2967,0.2,1,place,3,4,4,2,0.09
2968,0.2,1,place,3,4,4,3,0.63
2969,0.2,1,place,4,4,1,1,0.26
2970,0.2,1,place,4,4,1,2,0.32
2971,0.2,1,place,4,4,1,3,0.08
2972,0.2,1,place,4,4,1,4,0.34
2973,0.2,1,place,4,4,2,1,0.26
2974,0.2,1,place,4,4,2,2,0.32
2975,0.2,1,place,4,4,2,3,0.08
2976,0.2,1,place,4,4,2,4,0.34
2977,0.2,1,place,4,4,3,1,0.26
2978,0.2,1,place,4,4,3,2,0.32
2979,0.2,1,place,4,4,3,3,0.08
2980,0.2,1,place,4,4,3,4,0.34
2981,0.2,1,place,4,4,4,1,0.26
2982,0.2,1,place,4,4,4,2,0.32
2983,0.2,1,place,4,4,4,3,0.08
2984,0.2,1,place,4,4,4,4,0.34
2985,0.2,1,goal,2,4,1,1,0.68
2986,0.2,1,goal,2,4,1,2,0.32
2987,0.2,1,goal,2,4,2,1,0.68
2988,0.2,1,goal,2,4,2,2,0.32
2989,0.2,1,goal,2,4,3,1,0.68
2990,0.2,1,goal,2,4,3,2,0.32
2991,0.2,1,goal,2,4,4,1,0.68
2992,0.2,1,goal,2,4,4,2,0.32
2993,0.2,1,goal,3,4,1,1,0.18
2994,0.2,1,goal,3,4,1,2,0.53
2995,0.2,1,goal,3,4,1,3,0.29
2996,0.2,1,goal,3,4,2,1,0.18
2997,0.2,1,goal,3,4,2,2,0.53
2998,0.2,1,goal,3,4,2,3,0.29
2999,0.2,1,goal,3,4,3,1,0.18
3000,0.2,1,goal,3,4,3,2,0.53
3001,0.2,1,goal,3,4,3,3,0.29
3002,0.2,1,goal,3,4,4,1,0.18
3003,0.2,1,goal,3,4,4,2,0.53
3004,0.2,1,goal,3,4,4,3,0.29
3005,0.2,1,goal,4,4,1,1,0.56
3006,0.2,1,goal,4,4,1,2,0.08
3007,0.2,1,goal,4,4,1,3,0.12
3008,0.2,1,goal,4,4,1,4,0.24
3009,0.2,1,goal,4,4,2,1,0.56
3010,0.2,1,goal,4,4,2,2,0.08
3011,0.2,1,goal,4,4,2,3,0.12
3012,0.2,1,goal,4,4,2,4,0.24
3013,0.2,1,goal,4,4,3,1,0.56
3014,0.2,1,goal,4,4,3,2,0.08
3015,0.2,1,goal,4,4,3,3,0.12
3016,0.2,1,goal,4,4,3,4,0.24
3017,0.2,1,goal,4,4,4,1,0.56
3018,0.2,1,goal,4,4,4,2,0.08
3019,0.2,1,goal,4,4,4,3,0.12
3020,0.2,1,goal,4,4,4,4,0.24
3021,0.2,1,source,2,4,1,1,0.19
3022,0.2,1,source,2,4,1,2,0.81
3023,0.2,1,source,2,4,2,1,0.19
3024,0.2,1,source,2,4,2,2,0.81
3025,0.2,1,source,2,4,3,1,0.19
3026,0.2,1,source,2,4,3,2,0.81
3027,0.2,1,source,2,4,4,1,0.19
3028,0.2,1,source,2,4,4,2,0.81
3029,0.2,1,source,3,4,1,1,0.18
3030,0.2,1,source,3,4,1,2,0.63
3031,0.2,1,source,3,4,1,3,0.2
3032,0.2,1,source,3,4,2,1,0.18
3033,0.2,1,source,3,4,2,2,0.63
3034,0.2,1,source,3,4,2,3,0.2
3035,0.2,1,source,3,4,3,1,0.18
3036,0.2,1,source,3,4,3,2,0.63
3037,0.2,1,source,3,4,3,3,0.2
3038,0.2,1,source,3,4,4,1,0.18
3039,0.2,1,source,3,4,4,2,0.63
3040,0.2,1,source,3,4,4,3,0.2
3041,0.2,1,source,4,4,1,1,0.08
3042,0.2,1,source,4,4,1,2,0.57
3043,0.2,1,source,4,4,1,3,0.13
3044,0.2,1,source,4,4,1,4,0.21
3045,0.2,1,source,4,4,2,1,0.08
3046,0.2,1,source,4,4,2,2,0.57
3047,0.2,1,source,4,4,2,3,0.13
3048,0.2,1,source,4,4,2,4,0.21
3049,0.2,1,source,4,4,3,1,0.08
3050,0.2,1,source,4,4,3,2,0.57
3051,0.2,1,source,4,4,3,3,0.13
3052,0.2,1,source,4,4,3,4,0.21
3053,0.2,1,source,4,4,4,1,0.08
3054,0.2,1,source,4,4,4,2,0.57
3055,0.2,1,source,4,4,4,3,0.13
3056,0.2,1,source,4,4,4,4,0.21
3057,0.2,1,place,2,5,1,1,0.47
3058,0.2,1,place,2,5,1,2,0.53
3059,0.2,1,place,2,5,2,1,0.47
3060,0.2,1,place,2,5,2,2,0.53
3061,0.2,1,place,2,5,3,1,0.47
3062,0.2,1,place,2,5,3,2,0.53
3063,0.2,1,place,2,5,4,1,0.47
3064,0.2,1,place,2,5,4,2,0.53
3065,0.2,1,place,2,5,5,1,0.47
3066,0.2,1,place,2,5,5,2,0.53
3067,0.2,1,place,3,5,1,1,0.13
3068,0.2,1,place,3,5,1,2,0.57
3069,0.2,1,place,3,5,1,3,0.3
3070,0.2,1,place,3,5,2,1,0.13
3071,0.2,1,place,3,5,2,2,0.57
3072,0.2,1,place,3,5,2,3,0.3
3073,0.2,1,place,3,5,3,1,0.13
3074,0.2,1,place,3,5,3,2,0.57
3075,0.2,1,place,3,5,3,3,0.3
3076,0.2,1,place,3,5,4,1,0.13
3077,0.2,1,place,3,5,4,2,0.57
3078,0.2,1,place,3,5,4,3,0.3
3079,0.2,1,place,3,5,5,1,0.13
3080,0.2,1,place,3,5,5,2,0.57
3081,0.2,1,place,3,5,5,3,0.3
3082,0.2,1,place,4,5,1,1,0.29
3083,0.2,1,place,4,5,1,2,0.28
3084,0.2,1,place,4,5,1,3,0.27
3085,0.2,1,place,4,5,1,4,0.16
3086,0.2,1,place,4,5,2,1,0.29
3087,0.2,1,place,4,5,2,2,0.28
3088,0.2,1,place,4,5,2,3,0.27
3089,0.2,1,place,4,5,2,4,0.16
3090,0.2,1,place,4,5,3,1,0.29
3091,0.2,1,place,4,5,3,2,0.28
3092,0.2,1,place,4,5,3,3,0.27
3093,0.2,1,place,4,5,3,4,0.16
3094,0.2,1,place,4,5,4,1,0.29
3095,0.2,1,place,4,5,4,2,0.28
3096,0.2,1,place,4,5,4,3,0.27
3097,0.2,1,place,4,5,4,4,0.16
3098,0.2,1,place,4,5,5,1,0.29
3099,0.2,1,place,4,5,5,2,0.28
3100,0.2,1,place,4,5,5,3,0.27
3101,0.2,1,place,4,5,5,4,0.16
3102,0.2,1,place,5,5,1,1,0.22
3103,0.2,1,place,5,5,1,2,0.15
3104,0.2,1,place,5,5,1,3,0.39
3105,0.2,1,place,5,5,1,4,0.14
3106,0.2,1,place,5,5,1,5,0.1
3107,0.2,1,place,5,5,2,1,0.22
3108,0.2,1,place,5,5,2,2,0.15
3109,0.2,1,place,5,5,2,3,0.39
3110,0.2,1,place,5,5,2,4,0.14
3111,0.2,1,place,5,5,2,5,0.1
3112,0.2,1,place,5,5,3,1,0.22
3113,0.2,1,place,5,5,3,2,0.15
3114,0.2,1,place,5,5,3,3,0.39
3115,0.2,1,place,5,5,3,4,0.14
3116,0.2,1,place,5,5,3,5,0.1
3117,0.2,1,place,5,5,4,1,0.22
3118,0.2,1,place,5,5,4,2,0.15
3119,0.2,1,place,5,5,4,3,0.39
3120,0.2,1,place,5,5,4,4,0.14
3121,0.2,1,place,5,5,4,5,0.1
3122,0.2,1,place,5,5,5,1,0.22
3123,0.2,1,place,5,5,5,2,0.15
3124,0.2,1,place,5,5,5,3,0.39
3125,0.2,1,place,5,5,5,4,0.14
3126,0.2,1,place,5,5,5,5,0.1
3127,0.2,1,goal,2,5,1,1,0.28
3128,0.2,1,goal,2,5,1,2,0.72
3129,0.2,1,goal,2,5,2,1,0.28
3130,0.2,1,goal,2,5,2,2,0.72
3131,0.2,1,goal,2,5,3,1,0.28
3132,0.2,1,goal,2,5,3,2,0.72
3133,0.2,1,goal,2,5,4,1,0.28
3134,0.2,1,goal,2,5,4,2,0.72
3135,0.2,1,goal,2,5,5,1,0.28
3136,0.2,1,goal,2,5,5,2,0.72
3137,0.2,1,goal,3,5,1,1,0.36
3138,0.2,1,goal,3,5,1,2,0.51
3139,0.2,1,goal,3,5,1,3,0.13
3140,0.2,1,goal,3,5,2,1,0.36
3141,0.2,1,goal,3,5,2,2,0.51
3142,0.2,1,goal,3,5,2,3,0.13
3143,0.2,1,goal,3,5,3,1,0.36
3144,0.2,1,goal,3,5,3,2,0.51
3145,0.2,1,goal,3,5,3,3,0.13
3146,0.2,1,goal,3,5,4,1,0.36
3147,0.2,1,goal,3,5,4,2,0.51
3148,0.2,1,goal,3,5,4,3,0.13
3149,0.2,1,goal,3,5,5,1,0.36
3150,0.2,1,goal,3,5,5,2,0.51
3151,0.2,1,goal,3,5,5,3,0.13
3152,0.2,1,goal,4,5,1,1,0.47
3153,0.2,1,goal,4,5,1,2,0.11
3154,0.2,1,goal,4,5,1,3,0.28
3155,0.2,1,goal,4,5,1,4,0.14
3156,0.2,1,goal,4,5,2,1,0.47
3157,0.2,1,goal,4,5,2,2,0.11
3158,0.2,1,goal,4,5,2,3,0.28
3159,0.2,1,goal,4,5,2,4,0.14
3160,0.2,1,goal,4,5,3,1,0.47
3161,0.2,1,goal,4,5,3,2,0.11
3162,0.2,1,goal,4,5,3,3,0.28
3163,0.2,1,goal,4,5,3,4,0.14
3164,0.2,1,goal,4,5,4,1,0.47
3165,0.2,1,goal,4,5,4,2,0.11
3166,0.2,1,goal,4,5,4,3,0.28
3167,0.2,1,goal,4,5,4,4,0.14
3168,0.2,1,goal,4,5,5,1,0.47
3169,0.2,1,goal,4,5,5,2,0.11
3170,0.2,1,goal,4,5,5,3,0.28
3171,0.2,1,goal,4,5,5,4,0.14
3172,0.2,1,goal,5,5,1,1,0.24
3173,0.2,1,goal,5,5,1,2,0.33
3174,0.2,1,goal,5,5,1,3,0.12
3175,0.2,1,goal,5,5,1,4,0.2
3176,0.2,1,goal,5,5,1,5,0.11
3177,0.2,1,goal,5,5,2,1,0.24
3178,0.2,1,goal,5,5,2,2,0.33
3179,0.2,1,goal,5,5,2,3,0.12
3180,0.2,1,goal,5,5,2,4,0.2
3181,0.2,1,goal,5,5,2,5,0.11
3182,0.2,1,goal,5,5,3,1,0.24
3183,0.2,1,goal,5,5,3,2,0.33
3184,0.2,1,goal,5,5,3,3,0.12
3185,0.2,1,goal,5,5,3,4,0.2
3186,0.2,1,goal,5,5,3,5,0.11
3187,0.2,1,goal,5,5,4,1,0.24
3188,0.2,1,goal,5,5,4,2,0.33
3189,0.2,1,goal,5,5,4,3,0.12
3190,0.2,1,goal,5,5,4,4,0.2
3191,0.2,1,goal,5,5,4,5,0.11
3192,0.2,1,goal,5,5,5,1,0.24
3193,0.2,1,goal,5,5,5,2,0.33
3194,0.2,1,goal,5,5,5,3,0.12
3195,0.2,1,goal,5,5,5,4,0.2
3196,0.2,1,goal,5,5,5,5,0.11
3197,0.2,1,source,2,5,1,1,0.25
3198,0.2,1,source,2,5,1,2,0.75
3199,0.2,1,source,2,5,2,1,0.25
3200,0.2,1,source,2,5,2,2,0.75
3201,0.2,1,source,2,5,3,1,0.25
3202,0.2,1,source,2,5,3,2,0.75
3203,0.2,1,source,2,5,4,1,0.25
3204,0.2,1,source,2,5,4,2,0.75
3205,0.2,1,source,2,5,5,1,0.25
3206,0.2,1,source,2,5,5,2,0.75
3207,0.2,1,source,3,5,1,1,0.41
3208,0.2,1,source,3,5,1,2,0.46
3209,0.2,1,source,3,5,1,3,0.14
3210,0.2,1,source,3,5,2,1,0.41
3211,0.2,1,source,3,5,2,2,0.46
3212,0.2,1,source,3,5,2,3,0.14
3213,0.2,1,source,3,5,3,1,0.41
3214,0.2,1,source,3,5,3,2,0.46
3215,0.2,1,source,3,5,3,3,0.14
3216,0.2,1,source,3,5,4,1,0.41
3217,0.2,1,source,3,5,4,2,0.46
3218,0.2,1,source,3,5,4,3,0.14
3219,0.2,1,source,3,5,5,1,0.41
3220,0.2,1,source,3,5,5,2,0.46
3221,0.2,1,source,3,5,5,3,0.14
3222,0.2,1,source,4,5,1,1,0.27
3223,0.2,1,source,4,5,1,2,0.36
3224,0.2,1,source,4,5,1,3,0.21
3225,0.2,1,source,4,5,1,4,0.16
3226,0.2,1,source,4,5,2,1,0.27
3227,0.2,1,source,4,5,2,2,0.36
3228,0.2,1,source,4,5,2,3,0.21
3229,0.2,1,source,4,5,2,4,0.16
3230,0.2,1,source,4,5,3,1,0.27
3231,0.2,1,source,4,5,3,2,0.36
3232,0.2,1,source,4,5,3,3,0.21
3233,0.2,1,source,4,5,3,4,0.16
3234,0.2,1,source,4,5,4,1,0.27
3235,0.2,1,source,4,5,4,2,0.36
3236,0.2,1,source,4,5,4,3,0.21
3237,0.2,1,source,4,5,4,4,0.16
3238,0.2,1,source,4,5,5,1,0.27
3239,0.2,1,source,4,5,5,2,0.36
3240,0.2,1,source,4,5,5,3,0.21
3241,0.2,1,source,4,5,5,4,0.16
3242,0.2,1,source,5,5,1,1,0.39
3243,0.2,1,source,5,5,1,2,0.06
3244,0.2,1,source,5,5,1,3,0.11
3245,0.2,1,source,5,5,1,4,0.11
3246,0.2,1,source,5,5,1,5,0.33
3247,0.2,1,source,5,5,2,1,0.39
3248,0.2,1,source,5,5,2,2,0.06
3249,0.2,1,source,5,5,2,3,0.11
3250,0.2,1,source,5,5,2,4,0.11
3251,0.2,1,source,5,5,2,5,0.33
3252,0.2,1,source,5,5,3,1,0.39
3253,0.2,1,source,5,5,3,2,0.06
3254,0.2,1,source,5,5,3,3,0.11
3255,0.2,1,source,5,5,3,4,0.11
3256,0.2,1,source,5,5,3,5,0.33
3257,0.2,1,source,5,5,4,1,0.39
3258,0.2,1,source,5,5,4,2,0.06
3259,0.2,1,source,5,5,4,3,0.11
3260,0.2,1,source,5,5,4,4,0.11
3261,0.2,1,source,5,5,4,5,0.33
3262,0.2,1,source,5,5,5,1,0.39
3263,0.2,1,source,5,5,5,2,0.06
3264,0.2,1,source,5,5,5,3,0.11
3265,0.2,1,source,5,5,5,4,0.11
3266,0.2,1,source,5,5,5,5,0.33
3267,0.2,2,place,2,3,1,1,0.99
3268,0.2,2,place,2,3,1,2,0.01
3269,0.2,2,place,2,3,2,1,0.9
